Feed_Temp_C,Feed_Pressure_atm,Feed_x_Benzene,Num_Stages,Feed_Stage,Reflux_Ratio,Bottoms_Rate_kmol_h,xD_Benzene,xB_Toluene,Qc_kW,Qr_kW
65.75,2.24,0.5002,17,9,1.9498,15.02,0.9832,0.995,703.1,775.98
72.35,2.17,0.4731,17,10,2.4102,16.52,0.9912,0.995,772.8,846.04
54.91,2.06,0.4831,19,8,1.4562,11.57,0.9687,0.9808,590.37,660.63
30.22,1.05,0.3836,16,9,3.2905,10.61,0.9841,0.995,760.41,813.21
57.23,1.45,0.4475,10,5,1.2353,17.47,0.9566,0.9927,638.29,700.55
60.21,1.39,0.4479,13,6,3.0046,15.26,0.9902,0.995,813.29,874.53
69.73,1.54,0.3209,13,6,1.712,10.2,0.9541,0.995,615.44,678.48
50.9,1.13,0.607,14,7,1.8507,12.49,0.9972,0.9772,645.19,702.91
32.65,2.41,0.4666,19,9,2.9798,15.96,0.9907,0.995,798.28,877.19
42.03,1.83,0.6289,15,7,3.9802,13.47,0.998,0.995,889.18,956.23
46.78,1.46,0.6401,13,7,3.3776,14.5,0.998,0.995,832.0,891.96
63.76,1.6,0.3848,11,6,1.8324,15.54,0.9636,0.995,684.79,748.23
59.25,1.67,0.5629,15,8,1.6929,14.22,0.9885,0.9896,659.63,724.42
46.37,1.9,0.4889,17,10,3.6255,13.4,0.998,0.995,842.33,912.81
84.19,1.77,0.6521,17,8,2.4437,15.5,0.998,0.9909,767.63,834.44
61.35,2.38,0.3863,16,7,1.5837,15.28,0.9599,0.995,661.9,735.29
39.23,1.75,0.5711,15,8,3.6142,14.3,0.998,0.995,853.73,921.52
31.11,2.49,0.5431,11,5,3.4851,11.6,0.998,0.995,798.87,877.49
34.17,2.28,0.4181,16,7,3.9549,12.06,0.9951,0.995,856.93,931.3
39.76,1.31,0.3546,14,6,3.7473,17.7,0.9764,0.995,905.74,967.33
34.64,2.4,0.5607,15,6,3.585,9.12,0.998,0.995,779.6,857.77
36.19,1.17,0.5954,19,11,1.3472,10.69,0.9832,0.963,554.52,611.38
42.11,2.23,0.4263,17,8,1.4924,12.92,0.9621,0.995,602.79,674.38
35.4,1.57,0.5579,17,8,2.7932,16.37,0.998,0.995,777.85,841.39
78.81,2.32,0.4581,12,5,2.6881,9.64,0.9922,0.995,721.92,797.75
29.81,2.3,0.5853,16,9,2.4823,10.77,0.998,0.9918,669.8,744.12
56.47,2.21,0.3797,10,5,2.311,8.66,0.971,0.995,653.52,724.67
49.62,2.19,0.6561,10,5,2.4074,15.06,0.998,0.9916,735.46,808.57
83.94,1.46,0.415,16,8,2.794,10.38,0.9905,0.995,754.42,812.21
31.72,1.12,0.4471,19,8,1.2058,11.89,0.9554,0.9714,551.79,607.96
48.87,1.6,0.3232,18,9,1.93,12.44,0.9618,0.995,648.97,714.74
83.17,1.26,0.3446,16,7,2.6512,16.91,0.9665,0.995,810.52,871.24
76.93,2.04,0.5063,19,9,3.2222,12.11,0.998,0.995,812.81,875.92
74.02,1.52,0.407,14,6,1.6876,9.45,0.9696,0.99,608.97,671.37
40.47,2.46,0.6342,17,10,2.7313,13.24,0.998,0.995,743.47,821.62
35.25,1.96,0.3059,11,5,3.2005,17.63,0.9726,0.995,842.94,910.01
65.12,2.23,0.4516,18,10,2.445,14.08,0.9851,0.995,739.2,811.97
80.76,1.2,0.4349,15,7,1.2758,17.83,0.95,0.995,667.35,727.75
58.41,2.29,0.3077,18,8,2.458,16.41,0.9618,0.995,762.26,835.69
59.3,2.38,0.3497,11,5,2.03,8.36,0.9682,0.995,618.28,697.24
41.8,1.73,0.4655,12,7,3.803,14.58,0.9964,0.995,873.53,938.01
71.17,1.91,0.4971,17,8,1.5489,10.87,0.9735,0.982,613.24,684.7
36.22,2.15,0.4617,10,4,3.0269,13.6,0.9933,0.995,775.47,847.74
44.42,1.26,0.5124,19,9,1.3476,10.79,0.969,0.9728,562.83,620.01
50.53,1.75,0.5381,16,7,2.4493,11.49,0.998,0.9932,696.22,765.35
55.46,1.6,0.304,16,7,2.7511,17.23,0.9639,0.995,805.06,866.61
39.54,1.22,0.4856,10,5,2.0343,10.07,0.9828,0.9941,629.81,686.52
31.89,1.55,0.6854,18,7,2.4742,16.74,0.998,0.9878,750.74,814.99
61.64,1.1,0.5076,17,7,1.658,8.3,0.9821,0.9756,584.1,640.8
42.32,1.04,0.571,13,7,2.0515,8.91,0.9969,0.9834,614.67,670.8
59.87,1.2,0.4247,19,9,2.9391,16.55,0.984,0.995,819.75,877.05
34.26,2.44,0.6096,14,6,2.045,14.31,0.998,0.9904,672.31,746.58
53.87,1.82,0.6092,11,5,3.7193,15.47,0.998,0.995,888.21,954.26
56.96,2.45,0.5085,18,10,2.9595,10.09,0.9949,0.995,746.06,825.43
28.11,1.65,0.6904,15,7,2.4282,13.37,0.998,0.9858,701.36,763.42
45.2,1.47,0.3502,12,6,1.3085,15.37,0.9408,0.995,619.44,684.75
33.06,1.76,0.3068,16,7,2.5987,14.27,0.9642,0.995,732.72,799.74
28.8,1.66,0.6081,18,9,3.3414,12.72,0.998,0.995,790.78,854.47
84.4,1.16,0.6229,12,6,1.9436,17.6,0.9969,0.9917,744.02,797.39
44.34,1.96,0.3481,11,6,3.459,14.76,0.9784,0.995,843.45,909.13
73.59,1.32,0.4062,16,9,1.9051,17.08,0.9634,0.995,724.33,783.48
40.28,1.93,0.307,16,8,3.5065,15.3,0.9708,0.995,852.03,920.02
65.89,1.98,0.4173,13,6,1.4388,15.35,0.9552,0.995,643.78,713.64
70.61,1.23,0.6093,18,8,3.6253,8.8,0.998,0.9941,811.46,873.32
60.74,1.09,0.5072,17,8,2.5977,11.59,0.9956,0.995,726.4,783.85
53.29,2.17,0.4392,10,4,2.0303,16.58,0.9736,0.995,718.2,790.51
49.71,1.69,0.4487,10,4,1.9423,10.33,0.9749,0.9925,625.87,693.65
45.93,1.09,0.3005,14,8,2.4096,9.16,0.9621,0.995,662.36,718.97
80.77,2.49,0.4199,15,7,3.9973,11.26,0.9979,0.995,893.89,974.47
74.84,1.09,0.5586,12,6,1.8169,10.2,0.9891,0.98,630.78,685.74
82.9,2.04,0.6897,18,9,1.489,17.25,0.998,0.9774,685.2,753.54
32.46,2.48,0.6388,19,10,2.8381,16.68,0.998,0.995,790.7,863.83
68.85,1.36,0.3094,15,6,2.5679,13.0,0.9659,0.995,745.37,805.54
81.3,1.21,0.6594,13,7,2.6677,8.61,0.998,0.982,709.34,765.07
35.87,1.18,0.6133,16,7,3.0674,15.15,0.998,0.995,793.66,848.9
28.99,1.45,0.6122,17,9,1.948,14.23,0.998,0.995,658.92,722.81
69.47,1.15,0.4832,18,10,3.7499,17.71,0.998,0.995,929.27,983.1
59.47,2.04,0.4592,15,8,2.4199,13.59,0.9865,0.995,721.78,792.56
75.51,1.09,0.4212,15,8,1.5614,11.36,0.9679,0.9899,616.47,672.71
33.39,1.76,0.3263,17,7,3.2784,13.19,0.9751,0.995,797.43,864.07
72.72,2.5,0.3913,14,7,3.0007,17.79,0.9761,0.995,851.31,931.5
37.1,2.22,0.3986,12,6,2.0841,14.96,0.9705,0.995,693.19,764.85
34.82,1.92,0.4936,12,6,2.9403,14.72,0.9943,0.995,771.66,843.27
34.86,1.46,0.599,15,9,1.8156,10.41,0.9948,0.9698,606.5,664.87
73.87,1.94,0.4895,11,5,2.4456,15.44,0.9885,0.995,762.31,832.65
64.91,1.79,0.3231,15,7,3.7184,15.5,0.9741,0.995,895.52,965.33
56.38,1.64,0.6831,15,7,1.5739,11.17,0.998,0.9587,597.66,654.14
46.53,1.2,0.6771,17,8,2.2828,12.84,0.998,0.9827,693.77,751.64
77.63,2.33,0.6141,16,8,3.4992,10.95,0.998,0.995,822.89,897.6
48.55,1.67,0.6965,17,9,3.9146,10.59,0.998,0.9875,848.94,914.2
74.0,1.29,0.5178,18,10,2.471,8.26,0.9972,0.9913,675.57,738.38
51.35,1.55,0.6851,15,8,2.6196,10.85,0.998,0.9779,705.39,767.14
47.62,1.62,0.3302,12,7,2.8021,13.54,0.9762,0.995,755.23,817.17
52.76,2.24,0.4463,19,11,3.8106,8.02,0.998,0.995,805.42,879.19
43.08,2.1,0.3902,12,5,3.603,10.83,0.9868,0.995,813.61,887.36
69.86,2.15,0.3783,10,5,1.6777,16.81,0.9614,0.995,696.71,770.14
55.16,1.02,0.3563,14,6,2.4229,13.94,0.9696,0.995,726.05,781.37
38.93,1.62,0.549,13,6,2.4992,14.08,0.998,0.995,724.86,788.77
78.97,1.72,0.6125,18,9,3.4095,12.03,0.998,0.995,834.09,895.91
48.03,1.03,0.5313,18,8,2.8881,14.76,0.998,0.995,782.31,838.91
57.61,1.39,0.3588,14,6,3.0318,9.9,0.972,0.995,749.73,811.99
79.39,2.14,0.6244,19,8,3.995,16.19,0.998,0.995,947.19,1017.92
62.45,1.21,0.5544,13,5,1.4099,9.17,0.982,0.9679,564.29,621.45
32.01,1.8,0.4553,16,9,1.8244,14.56,0.9752,0.995,646.76,711.71
81.39,1.32,0.5697,15,6,2.3421,11.41,0.998,0.9932,710.13,771.71
62.66,1.02,0.404,13,6,2.1738,15.48,0.9706,0.995,727.82,782.36
45.09,1.36,0.4381,19,9,1.2606,13.5,0.9599,0.9865,584.38,644.51
33.36,2.46,0.667,11,5,1.457,12.52,0.9969,0.9656,581.33,659.55
72.64,2.2,0.4162,10,6,3.1067,9.69,0.9894,0.995,765.22,838.91
62.2,2.44,0.488,13,5,3.6621,14.37,0.998,0.995,879.54,957.26
57.01,1.73,0.6561,13,7,2.6398,17.75,0.998,0.995,802.6,868.92
78.63,1.16,0.5831,10,5,2.7097,16.26,0.998,0.995,804.31,862.17
72.32,1.82,0.3249,15,9,1.9143,8.6,0.9554,0.995,622.99,690.69
34.1,1.68,0.3589,13,7,3.3501,11.76,0.9829,0.995,788.77,854.9
43.7,2.27,0.3031,10,6,3.305,17.26,0.9674,0.995,860.06,935.06
39.91,1.15,0.5524,10,4,2.8474,13.03,0.998,0.995,746.86,801.62
69.64,1.73,0.4791,10,5,1.7955,14.62,0.976,0.995,675.46,740.25
27.01,1.23,0.3537,17,8,1.4717,17.13,0.9431,0.995,632.97,690.94
59.19,1.49,0.6832,19,11,1.3799,16.74,0.9923,0.9728,647.96,711.17
70.75,2.11,0.5119,17,7,2.8595,13.02,0.998,0.995,780.57,855.35
77.61,1.71,0.3968,11,5,3.5101,12.38,0.9876,0.995,845.03,909.12
45.52,1.56,0.5002,16,7,3.6033,11.4,0.998,0.995,815.62,880.84
74.28,1.59,0.5718,17,7,2.4981,15.19,0.998,0.995,767.18,829.92
31.64,1.69,0.3305,17,7,3.396,10.87,0.9787,0.995,780.06,848.14
75.79,2.18,0.4099,19,11,3.8513,10.5,0.9888,0.995,857.2,933.69
32.65,2.34,0.6228,16,8,1.9705,11.56,0.998,0.9799,630.1,701.68
48.84,2.43,0.4839,14,7,2.3143,9.77,0.9873,0.9924,661.36,737.2
72.84,2.18,0.5186,10,5,3.8081,14.95,0.998,0.995,908.82,976.82
34.0,1.47,0.4731,18,9,2.147,14.16,0.9778,0.995,681.37,740.09
38.76,2.03,0.3176,16,7,3.7589,12.83,0.9789,0.995,846.04,913.27
68.34,1.66,0.3663,11,5,3.9469,11.9,0.984,0.995,887.41,953.5
68.2,1.38,0.4782,15,7,3.0531,17.09,0.9913,0.995,844.66,906.27
63.47,2.26,0.3837,11,6,3.4873,8.29,0.9816,0.995,784.62,860.14
66.64,1.06,0.32,10,5,3.2987,15.69,0.9704,0.995,856.41,913.49
57.56,2.35,0.6375,16,6,3.1587,17.02,0.998,0.995,842.38,918.64
40.11,1.69,0.6925,11,6,2.0594,12.46,0.998,0.9718,658.13,723.74
45.74,1.96,0.6173,11,6,1.3599,13.51,0.9835,0.9619,593.32,662.4
35.9,1.99,0.6415,14,8,2.1605,17.44,0.998,0.995,725.32,797.19
79.51,2.34,0.3968,14,8,3.0674,10.12,0.9879,0.995,776.61,851.78
60.0,1.96,0.6843,16,9,1.4871,13.2,0.9978,0.9635,617.0,687.38
49.05,1.92,0.3788,10,5,1.2334,12.75,0.9463,0.9928,572.88,637.03
52.72,1.1,0.6806,17,9,1.5911,10.58,0.998,0.9586,599.87,654.02
81.84,1.78,0.6979,12,5,3.2041,16.19,0.998,0.995,858.71,927.33
34.2,1.23,0.5847,13,7,3.9238,17.0,0.998,0.995,908.44,965.48
60.17,2.11,0.6925,18,10,3.9526,15.82,0.998,0.995,927.61,996.41
55.35,1.77,0.5278,13,5,2.5831,9.95,0.998,0.995,694.31,762.12
61.69,2.02,0.4038,19,11,3.6342,8.87,0.9901,0.995,810.45,880.76
26.09,1.06,0.4748,14,8,3.2631,14.05,0.9893,0.995,799.29,854.41
77.33,1.13,0.5374,16,7,2.6029,8.57,0.9978,0.9857,704.89,764.81
80.93,2.07,0.3292,13,7,2.8037,14.73,0.9663,0.995,800.45,874.24
58.91,1.11,0.5489,10,4,1.5842,13.3,0.9812,0.9855,634.28,690.53
66.8,1.11,0.6925,18,9,3.8255,14.63,0.998,0.995,897.02,955.07
80.35,1.02,0.376,13,6,2.1854,13.9,0.9697,0.995,719.65,770.45
67.43,2.43,0.617,18,9,2.4492,12.23,0.998,0.9894,713.74,792.45
34.15,2.11,0.6632,15,9,3.0806,10.01,0.998,0.9875,739.21,808.63
59.58,1.53,0.6775,10,6,2.1349,11.06,0.998,0.9715,666.45,726.49
61.4,1.44,0.6841,12,7,1.9119,13.25,0.998,0.9738,665.35,723.45
50.45,1.52,0.5086,11,5,2.9669,14.52,0.9959,0.995,785.7,844.84
69.19,2.16,0.6909,18,10,1.27,15.79,0.9935,0.9578,635.43,710.02
81.06,1.99,0.6029,10,4,3.218,15.67,0.998,0.995,861.92,933.06
80.53,1.28,0.3647,18,10,2.6393,17.73,0.9727,0.995,817.06,874.69
52.05,1.26,0.4908,18,8,2.8961,10.86,0.9978,0.995,738.54,799.17
31.79,1.15,0.5873,17,7,2.9693,8.71,0.998,0.991,703.78,759.8
84.09,1.99,0.3989,17,9,2.6757,11.46,0.981,0.995,752.83,823.33
75.33,2.15,0.5562,10,4,2.8311,15.43,0.998,0.995,804.55,875.78
32.48,1.4,0.5666,17,8,3.1146,12.38,0.998,0.995,766.05,826.77
80.25,1.03,0.3651,19,9,3.3087,16.18,0.9767,0.995,875.42,929.08
77.19,1.12,0.526,12,5,3.2369,13.49,0.998,0.995,831.64,886.97
56.13,2.45,0.6087,16,7,3.6349,17.3,0.998,0.995,901.32,979.19
60.48,1.44,0.4996,10,4,1.7304,17.48,0.9704,0.995,696.38,759.43
48.94,2.15,0.3048,10,5,2.3232,8.69,0.9671,0.995,653.42,724.9
28.29,1.94,0.3036,19,8,3.8538,12.56,0.9762,0.995,843.97,909.97
45.11,1.57,0.4428,14,8,2.3105,14.1,0.9815,0.995,708.77,777.31
73.17,1.31,0.6705,14,6,1.5496,10.56,0.9957,0.9567,601.18,660.89
25.28,1.18,0.3915,17,10,2.6712,12.07,0.9764,0.995,712.48,770.83
45.01,1.92,0.5537,16,9,1.5066,14.78,0.9798,0.9825,627.63,693.94
48.89,2.16,0.3888,17,8,1.768,10.27,0.9632,0.9919,604.7,679.56
57.24,1.97,0.4287,15,8,3.9953,14.02,0.9873,0.995,905.5,977.72
80.19,1.8,0.6392,15,8,2.7158,14.97,0.998,0.9935,788.31,851.83
45.78,1.06,0.5915,11,7,1.9954,8.9,0.998,0.9709,614.88,670.62
45.82,2.45,0.3382,15,8,3.9854,12.98,0.9754,0.995,879.67,956.1
69.25,2.2,0.4715,14,6,3.9064,10.63,0.998,0.995,859.05,936.8
52.13,1.44,0.3117,12,6,2.4341,15.24,0.9635,0.995,739.41,803.89
38.48,2.47,0.4924,15,8,1.9291,9.9,0.9809,0.991,609.68,683.83
52.15,1.9,0.565,17,9,3.5475,16.92,0.998,0.995,883.68,950.77
33.45,1.87,0.3474,18,8,3.2037,12.31,0.9796,0.995,773.29,839.61
35.58,2.12,0.4156,10,6,3.1234,9.98,0.9883,0.995,742.69,815.26
54.9,2.22,0.4591,12,7,3.7007,12.38,0.9963,0.995,845.89,922.3
50.14,1.98,0.6678,12,5,3.1304,12.09,0.998,0.9904,772.4,842.39
79.89,1.19,0.6973,17,7,1.9946,12.29,0.998,0.9696,686.55,745.44
46.74,1.51,0.318,10,4,3.1428,13.86,0.967,0.995,799.97,861.25
59.84,2.39,0.6044,14,8,2.0563,13.21,0.998,0.9859,688.63,765.5
62.94,1.34,0.4487,12,6,3.3259,9.5,0.9926,0.995,777.04,836.15
25.79,1.56,0.457,11,6,2.9353,8.66,0.9928,0.995,698.82,758.91
64.81,1.65,0.6017,17,8,1.4168,15.29,0.9812,0.976,643.91,709.49
35.68,1.66,0.6674,12,6,2.6359,13.6,0.998,0.9858,731.1,795.96
82.66,1.92,0.6804,16,7,2.1612,11.59,0.998,0.9742,688.61,755.21
33.92,2.41,0.5308,10,5,2.12,16.08,0.9874,0.995,702.55,782.06
49.88,1.36,0.4428,15,8,2.8863,11.88,0.9929,0.995,751.84,810.73
30.12,1.18,0.615,12,7,2.1025,15.96,0.998,0.9943,698.65,757.61
84.81,1.3,0.4004,17,10,3.3753,11.06,0.9885,0.995,821.82,880.54
55.13,2.33,0.5256,15,9,1.3982,8.73,0.979,0.9672,555.34,633.39
60.72,1.97,0.4434,11,5,3.0491,17.33,0.9882,0.995,844.45,913.5
29.02,1.43,0.5627,15,7,3.4657,11.95,0.998,0.995,796.23,854.31
70.0,2.22,0.3962,16,9,3.0839,15.93,0.9807,0.995,831.79,906.77
37.59,2.29,0.3766,14,8,2.5922,10.79,0.9756,0.995,695.29,772.75
78.88,2.27,0.6673,12,5,3.8609,14.46,0.998,0.995,909.13,982.32
37.31,2.38,0.3407,13,6,2.0398,16.73,0.9548,0.995,705.46,782.49
36.44,1.38,0.5024,13,6,1.2537,8.42,0.9618,0.9629,522.09,583.02
27.19,2.13,0.3883,15,8,2.4096,16.31,0.9675,0.995,733.8,805.02
53.32,1.69,0.3156,19,9,1.2924,13.71,0.9351,0.995,603.28,670.32
58.89,2.26,0.3144,10,5,3.871,14.07,0.9768,0.995,888.79,961.13
28.94,2.09,0.3701,13,5,1.7878,13.23,0.9625,0.995,631.85,703.31
71.53,2.16,0.6467,19,9,3.409,16.74,0.998,0.995,888.18,961.17
52.2,1.98,0.413,13,7,3.3688,8.43,0.9895,0.995,763.73,833.94
56.46,1.27,0.6802,19,8,1.8096,10.61,0.998,0.9659,628.52,685.96
51.45,1.82,0.5326,10,5,2.9394,16.76,0.997,0.995,813.01,884.4
49.05,2.48,0.4746,18,9,1.3346,15.52,0.9639,0.9901,620.41,700.09
58.58,2.41,0.532,13,7,2.554,8.18,0.998,0.995,677.87,755.94
34.31,1.06,0.5067,16,7,1.241,13.17,0.9635,0.9695,572.17,631.0
35.92,1.25,0.6035,12,7,3.7792,13.3,0.998,0.995,851.76,910.61
76.71,1.2,0.413,19,10,3.933,12.01,0.9937,0.995,889.96,947.18
81.77,2.09,0.4412,12,7,1.8224,10.97,0.9775,0.995,648.63,717.79
47.4,2.23,0.6576,17,10,1.7827,14.82,0.998,0.9889,660.06,732.06
41.24,1.32,0.6786,17,8,3.3104,10.08,0.998,0.9867,768.64,826.42
63.64,1.76,0.657,10,4,1.9095,15.99,0.998,0.9801,705.1,770.43
49.52,2.26,0.4678,19,9,3.7062,16.03,0.9947,0.995,887.84,962.31
26.52,2.1,0.6121,11,6,2.807,12.15,0.998,0.9925,727.37,800.69
34.37,1.81,0.4905,17,7,2.1822,10.84,0.9844,0.995,644.96,713.93
67.96,1.89,0.499,10,4,3.5315,10.84,0.998,0.995,820.88,886.82
64.54,1.76,0.3819,17,8,2.5815,12.82,0.9723,0.995,742.81,810.62
26.63,1.45,0.5365,17,7,3.7526,15.2,0.998,0.995,868.27,932.26
38.32,1.85,0.3745,11,5,3.7984,11.59,0.9855,0.995,831.89,899.09
38.86,2.03,0.4326,13,6,1.6632,14.1,0.9638,0.995,632.12,705.02
65.31,2.31,0.642,15,6,1.2065,11.82,0.9854,0.9524,578.33,654.74
26.18,1.95,0.3828,18,9,3.955,11.05,0.9876,0.995,838.96,905.74
31.25,2.14,0.3285,17,8,3.7372,8.25,0.9777,0.995,786.93,863.43
72.99,1.24,0.3276,17,8,1.3552,8.04,0.9444,0.9833,554.29,611.46
35.71,1.69,0.6763,16,9,3.5325,10.27,0.998,0.9871,790.01,857.31
64.16,1.01,0.5028,18,9,2.4819,12.06,0.992,0.995,718.62,775.67
39.29,1.37,0.4638,11,5,1.9251,16.51,0.9732,0.995,694.62,752.72
30.97,2.09,0.6244,12,6,3.6605,15.98,0.998,0.995,871.33,943.03
39.59,2.49,0.6343,19,11,1.7507,10.67,0.998,0.9626,603.52,682.65
68.34,1.15,0.4329,17,10,3.8524,10.45,0.9907,0.995,854.05,908.81
76.34,1.6,0.5774,15,9,1.7757,10.27,0.9943,0.9775,628.04,692.27
74.81,2.2,0.6084,19,10,2.9183,11.39,0.998,0.995,766.65,841.64
48.83,1.31,0.5619,18,8,1.8246,12.98,0.9932,0.9864,648.75,710.46
65.09,1.83,0.3606,19,9,2.7279,12.39,0.9713,0.995,753.69,820.38
37.3,2.1,0.6504,13,5,3.1151,10.18,0.998,0.9861,742.75,817.33
42.59,1.92,0.5156,17,10,1.7326,9.3,0.9834,0.9753,586.62,658.09
78.78,1.28,0.413,19,10,2.6585,8.13,0.9821,0.995,704.46,764.17
25.78,1.53,0.4701,12,7,2.5134,9.54,0.9914,0.995,662.87,724.55
30.13,2.18,0.315,12,6,1.3989,15.05,0.942,0.995,609.9,680.21
37.47,1.83,0.3511,17,10,3.4913,10.44,0.9815,0.995,785.92,854.14
26.59,1.01,0.6062,14,6,2.1399,12.69,0.998,0.9841,655.38,713.43
35.89,2.14,0.3,12,5,2.8088,13.91,0.9673,0.995,758.15,829.97
59.98,1.05,0.4666,19,9,2.6414,16.87,0.9875,0.995,795.49,849.56
50.29,2.12,0.509,10,5,2.6371,16.89,0.9928,0.995,778.53,851.96
78.56,1.3,0.3219,12,6,1.5002,15.46,0.944,0.995,663.28,723.18
74.05,2.44,0.6892,18,10,2.3857,8.35,0.998,0.9676,674.33,751.92
45.51,1.55,0.3905,14,6,2.4666,13.75,0.9697,0.995,716.13,778.36
40.57,1.49,0.4217,19,10,3.2542,15.87,0.9878,0.995,827.58,889.2
47.78,1.22,0.4216,11,6,3.5521,8.17,0.9958,0.995,776.75,834.04
60.42,1.46,0.3922,16,7,2.726,13.5,0.9775,0.995,758.36,821.23
41.08,2.31,0.3006,11,6,1.443,16.58,0.9437,0.995,641.16,715.2
62.45,2.49,0.5917,13,7,1.8632,12.74,0.9948,0.982,662.21,740.81
49.56,1.55,0.6867,16,9,1.6618,8.04,0.998,0.9515,566.39,628.43
58.12,1.67,0.3897,13,7,1.5489,8.11,0.9624,0.9837,564.35,630.44
51.17,2.08,0.5652,16,9,2.2245,12.17,0.997,0.9942,680.59,753.25
42.67,2.33,0.5968,16,7,1.8423,9.55,0.998,0.9725,601.8,677.4
81.91,1.89,0.6394,10,5,1.8112,14.64,0.9966,0.982,690.51,760.69
70.82,1.59,0.4691,15,7,1.3531,15.09,0.9634,0.9922,644.47,707.31
33.41,1.62,0.4212,18,8,1.2495,9.78,0.9517,0.9794,535.98,601.65
77.11,2.04,0.4301,11,5,1.4878,16.89,0.9602,0.995,673.22,744.34
54.25,1.0,0.585,12,7,1.6822,12.42,0.9926,0.9753,624.76,678.22
78.67,1.93,0.6267,19,10,2.4068,9.43,0.998,0.9864,688.49,753.62
72.99,1.53,0.3726,14,6,2.6295,15.64,0.9736,0.995,781.64,841.25
50.51,2.19,0.4484,18,10,1.5937,15.9,0.9616,0.995,652.4,720.86
26.35,1.14,0.6608,13,8,2.3894,14.39,0.998,0.9876,706.09,764.04
41.12,1.88,0.6227,10,4,2.1569,16.53,0.998,0.995,716.35,783.94
57.5,1.72,0.6939,13,6,1.7136,15.37,0.998,0.9737,666.31,732.3
63.01,1.96,0.6017,15,8,1.2192,16.82,0.9739,0.9703,642.44,711.53
40.47,1.1,0.4573,14,6,2.5077,12.34,0.9895,0.995,704.27,761.9
33.36,1.87,0.5363,10,5,3.1198,15.48,0.998,0.995,804.25,873.52
75.1,1.84,0.5644,13,5,1.8336,18.0,0.9854,0.995,729.96,797.68
84.06,1.84,0.3314,15,7,1.5691,15.25,0.9487,0.995,671.5,739.32
56.54,1.91,0.5178,19,10,3.6837,9.14,0.998,0.995,806.65,875.51
35.3,2.01,0.5837,19,10,1.9701,13.18,0.9966,0.986,652.37,725.38
41.34,2.21,0.3669,13,7,1.8261,13.87,0.959,0.995,656.45,725.55
26.1,1.4,0.6123,18,10,3.5999,9.74,0.998,0.9928,782.33,842.06
79.86,2.24,0.5335,14,8,3.4879,17.63,0.998,0.995,906.37,981.66
32.07,1.75,0.6809,17,9,2.4554,9.76,0.998,0.9756,664.07,732.5
59.59,1.12,0.317,18,7,2.5699,9.78,0.969,0.995,696.75,754.34
41.44,1.09,0.4061,19,10,1.8097,17.15,0.967,0.995,696.26,752.21
58.25,1.5,0.5406,14,6,1.4192,12.65,0.9743,0.9774,602.18,668.42
64.09,2.18,0.4186,15,8,2.8056,8.63,0.9886,0.995,718.67,791.68
74.78,2.06,0.5858,10,5,1.4754,13.98,0.9811,0.9753,643.39,714.37
37.39,2.18,0.6036,16,8,2.458,14.02,0.998,0.995,717.36,792.77
25.66,1.78,0.341,13,6,3.8334,8.65,0.9789,0.995,795.93,863.52
33.21,1.66,0.5055,11,6,3.8679,17.73,0.998,0.995,911.66,978.44
79.0,1.22,0.5036,14,8,1.8701,13.44,0.9767,0.9906,678.58,739.02
77.43,1.49,0.4477,12,6,2.9475,13.6,0.9939,0.995,798.18,859.82
60.84,1.65,0.6732,15,9,2.5274,13.2,0.998,0.9867,735.58,803.88
61.03,1.13,0.631,17,8,3.6519,14.11,0.998,0.995,865.59,917.65
64.9,1.33,0.5789,16,8,1.96,10.64,0.998,0.9793,646.17,702.18
35.52,1.9,0.5857,12,7,1.2104,10.87,0.9773,0.9531,541.59,608.69
79.86,2.1,0.4847,17,8,1.6552,13.11,0.9724,0.9858,654.52,725.22
50.13,2.5,0.6684,11,6,2.1787,16.07,0.998,0.9899,724.2,802.39
47.99,2.4,0.5778,19,8,2.084,8.5,0.998,0.9786,618.94,693.55
56.14,1.96,0.5916,18,7,3.4158,14.03,0.998,0.995,840.52,909.95
27.82,1.63,0.6447,13,8,3.1056,16.07,0.998,0.995,806.42,870.49
34.98,1.95,0.4096,10,4,2.0388,9.57,0.9736,0.995,619.31,692.63
69.28,2.18,0.6228,17,10,2.4817,8.15,0.998,0.9785,677.16,748.23
29.97,1.18,0.3781,16,9,1.4676,11.13,0.9539,0.995,569.48,623.77
61.19,1.61,0.4381,14,6,3.7148,13.88,0.9907,0.995,873.85,940.31
39.72,2.26,0.4342,19,10,3.8192,9.38,0.9956,0.995,818.37,890.84
48.36,1.58,0.6914,14,6,3.9434,12.26,0.998,0.9924,870.82,934.27
42.32,1.86,0.6426,16,8,3.6319,13.52,0.998,0.995,841.69,908.26
46.34,1.88,0.5805,14,6,1.6871,13.99,0.9915,0.9855,639.1,708.8
68.14,1.28,0.5908,17,8,1.3294,10.74,0.9873,0.9559,578.99,635.39
42.83,1.54,0.5248,15,7,2.8229,12.0,0.998,0.995,738.78,796.33
58.98,1.5,0.6788,14,7,3.7553,15.78,0.998,0.995,900.2,965.32
53.56,1.04,0.4985,18,11,1.6966,17.41,0.9747,0.995,685.59,741.67
64.82,1.04,0.4522,11,6,1.2197,16.62,0.9558,0.9873,635.25,692.94
81.21,2.25,0.3652,10,5,3.4554,13.64,0.9812,0.995,857.83,934.07
